Application_ID,Applicant_ID,Business_Sector,Business_Location,Business_Age,Number_of_Employees,Annual_Revenue,Application_Date,Monthly_Income,Monthly_Expenses,Cash_Flow,Loan_Amount,Loan_Tenure,Existing_Debt,Collateral_Value,Debt_to_Income,DSCR,Credit_History,Previous_Default,Previous_Loan_Count,Previous_Late_Payment,Credit_Score,Application_Status,Rejection_Reason,Processing_Time,Default_Flag,Days_Past_Due,Repayment_Status
APP09080,SME09080,Trading,Dhaka,10.1,9,542837,2025-12-19,10852,7767,3085,177000,36,894949,135706,7.33,0.63,6.5,0,4,1,628,Rejected,High debt-to-income,3.3,NA,NA,NA
APP09081,SME09081,Manufacturing,Dhaka,19.3,7,4042433,2024-12-06,90984,70993,19991,2062000,48,962153,1429577,1.35,0.47,11.9,0,4,0,748,Rejected,Insufficient collateral,2.4,NA,NA,NA
APP09082,SME09082,Manufacturing,Rajshahi,5.7,3,3630328,2024-03-23,60399,39563,20836,638000,60,40152,954422,0.23,1.96,4.6,0,1,0,688,Approved,NA,6.2,0,0,Current
APP09083,SME09083,Trading,Dhaka,6.7,6,746644,2026-05-26,11211,8886,2325,433000,48,161758,341544,2.01,0.3,5,0,2,1,699,Rejected,High debt-to-income,4,NA,NA,NA
APP09084,SME09084,Trading,Dhaka,4.3,10,1130607,2024-12-30,22089,8962,13127,559000,12,80476,501023,2.41,0.3,2.6,0,1,1,572,Rejected,High debt-to-income,5.4,NA,NA,NA
APP09085,SME09085,Retail,Barishal,9.9,28,2064771,2024-01-28,41744,27546,14198,440000,24,182919,266761,0.8,0.77,5.5,0,2,0,641,Rejected,Insufficient collateral,13.2,NA,NA,NA
APP09086,SME09086,Manufacturing,Dhaka,1.4,11,1874963,2026-03-23,49653,39563,10090,536000,60,255645,853374,0.61,1.13,1.3,0,0,0,630,Rejected,High debt-to-income,3.8,NA,NA,NA
APP09087,SME09087,Agriculture,Barishal,4.5,10,1156750,2024-08-03,28536,22840,5696,687000,12,167119,914206,2.49,0.3,3.9,0,2,0,656,Rejected,High debt-to-income,10.2,NA,NA,NA
APP09088,SME09088,Trading,Khulna,2.6,3,2989718,2025-10-16,50797,38739,12058,524000,36,1939698,496315,3.47,0.83,1.4,0,1,0,596,Rejected,High debt-to-income,1,NA,NA,NA
APP09089,SME09089,Retail,Rajshahi,4.2,13,1724991,2025-08-22,48308,36712,11596,434000,12,183399,694227,1.07,0.32,3.2,0,0,1,590,Rejected,High debt-to-income,4,NA,NA,NA
APP09090,SME09090,Retail,Chattogram,9.3,3,2679132,2024-02-14,54813,45257,9556,554000,36,268625,410693,0.69,0.62,4.8,0,1,0,648,Rejected,Insufficient collateral,5,NA,NA,NA
APP09091,SME09091,Agriculture,Chattogram,2.4,6,3371863,2026-01-04,55249,28540,26709,1082000,24,141090,938609,1.03,0.59,1.9,0,1,0,564,Rejected,Insufficient collateral,9.4,NA,NA,NA
APP09092,SME09092,Trading,Chattogram,0.3,2,803387,2025-10-19,22989,17545,5444,428000,12,341892,448022,2.79,0.3,0.2,0,1,0,643,Rejected,High debt-to-income,9,NA,NA,NA
APP09093,SME09093,Manufacturing,Dhaka,3,31,1581496,2024-05-09,40792,26962,13830,919000,48,357783,875269,1.2,0.72,2.4,0,1,0,670,Rejected,Insufficient collateral,7.1,NA,NA,NA
APP09094,SME09094,Manufacturing,Sylhet,12.2,6,539259,2026-04-28,7864,4627,3237,311000,48,453743,290982,5.63,0.5,7.9,1,4,3,581,Rejected,High debt-to-income,5.6,NA,NA,NA
APP09095,SME09095,Agriculture,Rajshahi,3.9,11,3125822,2025-02-10,79273,48686,30587,1312000,36,162200,1580865,0.63,0.84,3,0,1,2,569,Rejected,Incomplete documentation,5.4,NA,NA,NA
APP09096,SME09096,Services,Chattogram,10,17,4427429,2024-02-11,64506,47947,16559,729000,36,68052,1058964,0.4,0.82,7.7,0,1,1,721,Approved,NA,13.9,0,0,Current
APP09097,SME09097,Retail,Barishal,6.8,13,7530983,2024-06-02,102335,85187,17148,4221000,48,189081,2800924,1.01,0.3,3.5,0,2,0,656,Rejected,Insufficient collateral,6.6,NA,NA,NA
APP09098,SME09098,Manufacturing,Barishal,4.1,3,2208713,2024-11-21,49675,21532,28143,518000,60,80790,465722,0.31,3.26,3.2,0,4,0,693,Rejected,Insufficient collateral,7.9,NA,NA,NA
APP09099,SME09099,Services,Chattogram,14.1,3,2668407,2024-03-17,43751,31351,12400,889000,24,219866,857672,1.27,0.33,9,0,5,0,678,Rejected,Insufficient collateral,2.4,NA,NA,NA
APP09100,SME09100,Manufacturing,Dhaka,11.6,13,1180981,2024-08-26,18736,15130,3606,589000,24,131166,880300,1.89,0.3,8,0,1,2,668,Rejected,High debt-to-income,3.5,NA,NA,NA
APP09101,SME09101,Services,Chattogram,5.5,13,3728753,2026-03-08,95790,61098,34692,854000,12,67101,681461,0.8,0.49,3.3,0,1,0,703,Rejected,Insufficient collateral,7.8,NA,NA,NA
APP09102,SME09102,Trading,Dhaka,6.5,6,1856214,2024-01-28,47355,19652,27703,534000,60,128918,506951,0.41,3.11,5.8,0,4,0,635,Rejected,Insufficient collateral,3.2,NA,NA,NA
APP09103,SME09103,Retail,Sylhet,2.5,13,5355162,2024-09-17,76525,37146,39379,1918000,12,92177,2033504,2.19,0.3,1.7,1,3,1,487,Rejected,Previous default record,8.6,NA,NA,NA
APP09104,SME09104,Trading,Dhaka,4.6,5,772647,2024-04-03,10789,8501,2288,176000,36,14387,117852,0.56,0.47,3.7,0,0,1,686,Rejected,Insufficient collateral,5.3,NA,NA,NA
APP09105,SME09105,Textiles,Khulna,3.5,5,5662093,2025-09-06,147151,90056,57095,1902000,12,125126,2053063,1.15,0.36,3.3,0,3,0,610,Rejected,High debt-to-income,1.6,NA,NA,NA
APP09106,SME09106,Manufacturing,Rajshahi,1.7,17,1867304,2025-08-30,42657,26771,15886,722000,36,144219,603767,0.75,0.79,1.1,0,0,0,635,Rejected,Insufficient collateral,7,NA,NA,NA
APP09107,SME09107,Services,Dhaka,4.7,10,946519,2024-06-30,21374,12925,8449,349000,36,944491,532882,4.14,0.87,3,0,0,0,681,Rejected,High debt-to-income,15,NA,NA,NA
APP09108,SME09108,Textiles,Rajshahi,3.4,15,726248,2025-05-12,16981,10236,6745,207000,60,104648,132715,0.72,1.96,1.8,0,2,1,671,Approved,NA,10.5,0,0,Current
APP09109,SME09109,Trading,Sylhet,6.5,6,2169642,2024-07-23,53146,43022,10124,521000,48,92615,751396,0.35,0.93,5.4,0,2,0,722,Rejected,Incomplete documentation,8.1,NA,NA,NA
APP09110,SME09110,Retail,Barishal,24.4,7,1184798,2024-01-10,25097,12451,12646,641000,24,204845,419945,1.74,0.47,18.1,1,10,2,636,Rejected,Previous default record,9.9,NA,NA,NA
APP09111,SME09111,Agriculture,Rajshahi,2.1,1,925592,2025-06-09,17078,10033,7045,387000,36,241976,499044,1.81,0.66,1.3,0,2,0,593,Rejected,High debt-to-income,10.1,NA,NA,NA
APP09112,SME09112,Textiles,Rajshahi,4.3,5,13337157,2025-11-13,318513,258927,59586,3521000,48,27239,2649757,0.24,0.81,3.4,1,1,3,569,Rejected,Previous default record,5.3,NA,NA,NA
APP09113,SME09113,Retail,Rajshahi,3.5,14,1574763,2024-07-21,39883,16119,23764,550000,12,67499,376182,1.29,0.52,2.8,0,3,0,605,Rejected,Insufficient collateral,4.4,NA,NA,NA
APP09114,SME09114,Retail,Barishal,16.5,9,1313083,2026-08-31,25067,14885,10182,351000,48,138800,415786,0.75,1.39,11.6,0,8,1,660,Approved,NA,3.7,0,0,Current
APP09115,SME09115,Trading,Barishal,15.5,48,3972296,2024-09-12,99897,51238,48659,1003000,12,596524,1393330,1.33,0.58,14.3,0,8,0,749,Rejected,High debt-to-income,3.3,NA,NA,NA
APP09116,SME09116,Retail,Barishal,0.7,5,4085200,2025-12-31,68233,37265,30968,1292000,12,2198848,1351689,4.26,0.3,0.5,0,0,0,591,Rejected,High debt-to-income,7.6,NA,NA,NA
APP09117,SME09117,Retail,Dhaka,9.4,74,2466393,2024-08-04,46241,36425,9816,489000,36,232236,730237,0.71,0.72,6.8,1,3,1,592,Rejected,Previous default record,9.1,NA,NA,NA
APP09118,SME09118,Manufacturing,Chattogram,5.5,5,1395629,2024-08-12,39254,29502,9752,615000,24,73865,648824,0.81,0.38,3.1,0,2,0,628,Rejected,Incomplete documentation,5.9,NA,NA,NA
APP09119,SME09119,Trading,Chattogram,3.4,29,1496835,2025-02-08,22462,18110,4352,399000,36,228426,277741,1.34,0.39,1.9,0,0,0,590,Rejected,Insufficient collateral,8.4,NA,NA,NA
APP09120,SME09120,Services,Khulna,5.5,6,2260835,2026-07-31,44301,19685,24616,1110000,12,417257,1326708,2.87,0.3,2.9,0,0,0,626,Rejected,High debt-to-income,13.6,NA,NA,NA
APP09121,SME09121,Retail,Barishal,8.4,15,1776690,2025-03-15,41574,32149,9425,559000,12,217809,355653,1.56,0.3,5.8,0,5,0,668,Rejected,Insufficient collateral,6.6,NA,NA,NA
APP09122,SME09122,Textiles,Chattogram,2.8,4,4724271,2026-01-24,62569,45632,16937,999000,48,20837,1275453,0.36,0.81,2.3,0,0,1,625,Rejected,Incomplete documentation,6.7,NA,NA,NA
APP09123,SME09123,Trading,Rajshahi,2.7,3,2877777,2025-08-28,73004,61594,11410,1699000,24,117127,1608637,1.1,0.3,1.4,1,1,1,543,Rejected,Previous default record,3.5,NA,NA,NA
APP09124,SME09124,Services,Dhaka,10.1,10,2864719,2025-02-21,36294,24324,11970,1224000,24,40113,1835827,1.5,0.3,6.8,0,3,0,617,Rejected,High debt-to-income,8.1,NA,NA,NA
APP09125,SME09125,Trading,Sylhet,6.5,6,1706514,2024-02-17,32115,16027,16088,419000,24,60534,339471,0.7,0.92,6.4,0,1,1,679,Approved,NA,5.1,0,0,Current
APP09126,SME09126,Retail,Barishal,16.9,13,2342229,2024-12-13,54594,31108,23486,536000,60,69844,661118,0.27,2.63,11.4,0,8,0,785,Approved,NA,14.4,0,0,Current
APP09127,SME09127,Retail,Dhaka,1.2,31,216447,2024-05-17,5830,2724,3106,46000,24,17785,69485,0.58,1.62,0.9,1,0,2,596,Rejected,Previous default record,4.2,NA,NA,NA
APP09128,SME09128,Trading,Chattogram,4.4,5,2585967,2024-03-10,33520,24872,8648,772000,60,163273,635603,0.79,0.67,3.4,1,1,1,580,Rejected,Previous default record,8.9,NA,NA,NA
APP09129,SME09129,Services,Khulna,1.7,10,3030062,2025-09-05,59981,47576,12405,1252000,48,41267,1041638,0.49,0.48,0.9,0,1,1,687,Rejected,Insufficient collateral,6,NA,NA,NA
APP09130,SME09130,Services,Dhaka,7.4,32,1384012,2024-06-05,31827,17450,14377,282000,36,346131,236877,1.15,1.84,4.7,0,1,1,654,Rejected,Insufficient collateral,11.2,NA,NA,NA
APP09131,SME09131,Trading,Sylhet,2,10,2233700,2024-07-16,47577,38677,8900,1265000,36,106299,1006571,0.92,0.3,1.4,0,0,1,543,Rejected,Insufficient collateral,6,NA,NA,NA
APP09132,SME09132,Trading,Dhaka,17.6,2,1366237,2025-07-09,37509,27407,10102,776000,36,164820,1192000,0.94,0.47,13.4,1,7,2,672,Rejected,Previous default record,8.4,NA,NA,NA
APP09133,SME09133,Agriculture,Khulna,12,13,2626796,2024-11-01,57041,44601,12440,1506000,12,43396,1094840,2.26,0.3,8,0,1,1,622,Rejected,High debt-to-income,4.4,NA,NA,NA
APP09134,SME09134,Retail,Khulna,10.7,2,999844,2025-12-22,28865,13343,15522,515000,24,460354,798176,2.07,0.72,9.4,0,6,1,653,Approved,NA,2.3,0,0,Current
APP09135,SME09135,Agriculture,Khulna,0.9,6,2536168,2025-10-24,32000,15117,16883,521000,36,64678,419975,0.62,1.17,0.6,1,0,4,574,Rejected,Previous default record,11.5,NA,NA,NA
APP09136,SME09136,Manufacturing,Barishal,14.7,7,2918597,2025-09-14,53788,29912,23876,1066000,60,127277,1346918,0.53,1.34,10,0,6,0,723,Rejected,Incomplete documentation,1.4,NA,NA,NA
APP09137,SME09137,Trading,Rajshahi,7.6,10,1330063,2025-07-18,18825,14303,4522,571000,60,185956,695884,1.33,0.48,4.1,0,3,0,642,Rejected,High debt-to-income,6.8,NA,NA,NA
APP09138,SME09138,Trading,Sylhet,3.3,12,560431,2025-09-22,10691,6049,4642,253000,36,7932,252104,0.72,0.66,2.8,0,2,0,628,Rejected,Insufficient collateral,4.5,NA,NA,NA
APP09139,SME09139,Textiles,Rajshahi,7.3,39,1796440,2024-10-18,39538,20509,19029,814000,24,143357,760905,1.16,0.56,7.2,0,5,0,686,Rejected,Insufficient collateral,2.1,NA,NA,NA
APP09140,SME09140,Agriculture,Dhaka,1.8,16,6670505,2025-03-28,182713,142191,40522,3088000,36,96151,4080931,0.51,0.47,1.4,0,0,1,649,Rejected,High debt-to-income,13.2,NA,NA,NA
APP09141,SME09141,Trading,Chattogram,8.1,8,2869120,2024-12-09,52904,30955,21949,1708000,36,31050,1395907,0.95,0.46,4.3,0,1,0,638,Rejected,Insufficient collateral,2.5,NA,NA,NA
APP09142,SME09142,Manufacturing,Rajshahi,5.4,6,589372,2024-01-17,14567,6538,8029,236000,24,319396,204622,2.5,0.82,3.5,1,2,4,539,Rejected,Previous default record,8.4,NA,NA,NA
APP09143,SME09143,Manufacturing,Rajshahi,15,7,1326614,2025-06-06,23939,14789,9150,746000,24,172894,1029917,1.9,0.3,14.6,0,7,0,629,Rejected,High debt-to-income,11.6,NA,NA,NA
APP09144,SME09144,Trading,Barishal,4.2,6,5081076,2025-04-07,124795,89607,35188,3029000,36,775557,4221430,1.19,0.42,4.2,0,2,0,601,Rejected,High debt-to-income,5.9,NA,NA,NA
APP09145,SME09145,Retail,Khulna,6,28,1611343,2024-02-07,22471,10052,12419,770000,12,39236,690709,3,0.3,5.7,0,2,0,631,Rejected,High debt-to-income,9.5,NA,NA,NA
APP09146,SME09146,Trading,Khulna,8.8,2,1575206,2026-05-30,23162,12742,10420,776000,36,233972,1215682,1.77,0.48,5.2,0,3,2,589,Rejected,High debt-to-income,12.4,NA,NA,NA
APP09147,SME09147,Agriculture,Khulna,3.5,17,2787586,2024-05-09,76769,35893,40876,1657000,12,230528,1640728,2.05,0.3,1.9,0,0,0,628,Rejected,High debt-to-income,17.5,NA,NA,NA
APP09148,SME09148,Retail,Dhaka,1.7,21,954302,2025-09-17,15076,8441,6635,561000,24,42278,437025,1.78,0.3,1.6,1,0,4,536,Rejected,Previous default record,13.3,NA,NA,NA
APP09149,SME09149,Trading,Sylhet,7.8,3,1239976,2026-06-23,33931,18339,15592,653000,24,38216,801458,0.9,0.57,4.6,0,2,0,550,Rejected,High debt-to-income,12.1,NA,NA,NA
APP09150,SME09150,Retail,Khulna,1.9,8,1461957,2024-09-15,26942,20344,6598,275000,24,809792,262129,2.93,0.58,1.4,0,1,1,566,Rejected,High debt-to-income,13.9,NA,NA,NA
APP09151,SME09151,Retail,Sylhet,14.2,2,1300167,2024-07-14,26057,19603,6454,375000,48,258796,334340,1.13,0.83,9.5,0,5,1,697,Rejected,Insufficient collateral,7,NA,NA,NA
APP09152,SME09152,Services,Khulna,7.3,5,632350,2025-05-01,12599,8679,3920,250000,60,22950,305265,0.48,0.94,5.6,0,0,0,621,Rejected,Incomplete documentation,7.4,NA,NA,NA
APP09153,SME09153,Trading,Chattogram,12.1,11,454099,2024-10-18,6552,5346,1206,86000,24,30128,80204,0.93,0.34,8.8,0,6,0,714,Rejected,Insufficient collateral,14.1,NA,NA,NA
APP09154,SME09154,Services,Chattogram,4.8,28,2205634,2025-06-14,55786,41436,14350,602000,12,19891,924433,0.93,0.3,3.5,0,5,0,655,Rejected,High debt-to-income,6.2,NA,NA,NA
APP09155,SME09155,Services,Dhaka,2,5,771690,2026-07-26,15559,8451,7108,366000,48,83962,242596,0.94,0.93,1.7,0,0,0,616,Rejected,Insufficient collateral,7.5,NA,NA,NA
APP09156,SME09156,Manufacturing,Dhaka,5.5,11,2571624,2024-10-28,37217,22003,15214,1511000,36,17527,2040375,1.17,0.36,3.1,0,0,1,651,Rejected,High debt-to-income,3.5,NA,NA,NA
APP09157,SME09157,Services,Rajshahi,4.5,16,5729645,2025-03-07,160552,115097,45455,2447000,60,703589,3371944,0.62,1.11,3.7,0,0,0,688,Rejected,Incomplete documentation,9.9,NA,NA,NA
APP09158,SME09158,Trading,Rajshahi,7.7,5,2441931,2026-02-19,46461,37412,9049,745000,60,49791,698595,0.36,0.73,7,0,3,0,717,Rejected,Insufficient collateral,19.4,NA,NA,NA
APP09159,SME09159,Retail,Sylhet,4.2,3,3746460,2026-01-12,102594,62979,39615,2049000,12,128654,1975748,1.77,0.3,2.9,0,2,0,634,Rejected,Insufficient collateral,13.7,NA,NA,NA
APP09160,SME09160,Manufacturing,Rajshahi,9.3,20,546525,2024-06-16,12438,8831,3607,224000,24,511028,254131,4.17,0.39,5.3,0,2,0,654,Rejected,High debt-to-income,1.5,NA,NA,NA
APP09161,SME09161,Trading,Rajshahi,5.6,24,1141359,2024-04-05,28266,21821,6445,510000,48,21316,361092,0.44,0.61,2.8,0,0,0,637,Rejected,Insufficient collateral,3.3,NA,NA,NA
APP09162,SME09162,Trading,Dhaka,7.3,10,732164,2025-11-24,20230,11492,8738,242000,48,66761,274904,0.52,1.73,4.1,0,2,1,667,Rejected,High debt-to-income,11.6,NA,NA,NA
APP09163,SME09163,Trading,Chattogram,11.3,18,2579674,2025-04-13,40356,19037,21319,1444000,24,241454,1153276,1.99,0.35,9.9,1,8,1,575,Rejected,Previous default record,1.3,NA,NA,NA
APP09164,SME09164,Trading,Khulna,13.2,4,698549,2024-04-07,15116,7176,7940,284000,12,139063,258561,2.33,0.34,11.1,0,2,0,637,Rejected,High debt-to-income,5.9,NA,NA,NA
APP09165,SME09165,Manufacturing,Chattogram,4.3,11,974491,2025-03-23,19930,16270,3660,485000,24,98679,527699,1.43,0.3,3.1,0,4,1,593,Rejected,High debt-to-income,14.5,NA,NA,NA
APP09166,SME09166,Trading,Rajshahi,11.4,6,796975,2025-11-28,16603,10387,6216,272000,48,372068,359512,2.21,1.1,11.4,0,7,1,752,Rejected,High debt-to-income,6.6,NA,NA,NA
APP09167,SME09167,Trading,Dhaka,5.9,2,761998,2025-10-13,13179,7827,5352,327000,48,121535,235493,1.29,0.79,3.8,0,2,1,591,Rejected,Insufficient collateral,10,NA,NA,NA
APP09168,SME09168,Agriculture,Chattogram,3.2,5,7664371,2024-05-01,168659,141356,27303,3748000,48,16582,2292292,0.47,0.35,2.7,0,1,2,621,Rejected,Insufficient collateral,3.5,NA,NA,NA
APP09169,SME09169,Textiles,Barishal,20.9,3,3246715,2024-04-22,64761,41952,22809,1928000,36,175138,1684097,1.05,0.43,20.9,0,11,2,675,Rejected,Insufficient collateral,8.1,NA,NA,NA
APP09170,SME09170,Retail,Rajshahi,2.4,6,3334697,2026-08-17,59108,40172,18936,789000,36,307076,1246242,0.8,0.86,1.3,1,0,3,505,Rejected,Previous default record,16.6,NA,NA,NA
APP09171,SME09171,Trading,Rajshahi,14.3,8,1332612,2024-10-30,19902,8886,11016,627000,48,114509,688742,1.14,0.84,9.6,0,3,0,682,Rejected,High debt-to-income,5.7,NA,NA,NA
APP09172,SME09172,Textiles,Khulna,3,12,7982415,2026-08-10,116444,75976,40468,2414000,48,725427,3393870,0.95,0.8,2.1,0,0,1,575,Rejected,High debt-to-income,5.4,NA,NA,NA
APP09173,SME09173,Retail,Barishal,4.9,3,2986507,2026-03-10,46922,39697,7225,464000,12,1675431,606174,3.8,0.3,3.5,0,3,0,647,Rejected,High debt-to-income,16.8,NA,NA,NA
APP09174,SME09174,Trading,Sylhet,2.4,2,899384,2025-07-30,23530,11617,11913,160000,60,1065658,96499,3.89,4.47,2.2,0,2,0,576,Rejected,High debt-to-income,9.7,NA,NA,NA
APP09175,SME09175,Trading,Khulna,4.2,31,1583511,2024-10-25,32032,22305,9727,529000,48,29499,372054,0.42,0.88,2.1,1,1,2,545,Rejected,Previous default record,4,NA,NA,NA
APP09176,SME09176,Manufacturing,Sylhet,6.1,12,840162,2025-04-21,11266,7210,4056,238000,60,1191151,262975,9.16,1.02,5.1,0,3,0,615,Rejected,High debt-to-income,14.4,NA,NA,NA
APP09177,SME09177,Retail,Sylhet,5.4,12,1081309,2024-01-01,19897,8072,11825,621000,36,351087,983388,2.34,0.69,4.9,0,3,0,599,Rejected,High debt-to-income,7.4,NA,NA,NA
APP09178,SME09178,Services,Rajshahi,5,46,9346074,2025-09-24,119014,71221,47793,5474000,12,755733,8194383,4.36,0.3,4.5,0,4,0,650,Rejected,High debt-to-income,12.8,NA,NA,NA
APP09179,SME09179,Retail,Chattogram,10.2,3,1957950,2026-07-25,49670,41675,7995,1029000,36,231151,1570367,0.96,0.3,9.5,0,4,1,649,Approved,NA,8.3,0,0,Current
APP09180,SME09180,Services,Chattogram,10.6,3,3808743,2025-09-05,69144,32112,37032,2154000,60,1156797,2696672,1.91,1.03,7.7,0,3,0,628,Rejected,High debt-to-income,2.9,NA,NA,NA
APP09181,SME09181,Services,Sylhet,0.7,7,937867,2025-12-26,15778,12777,3001,382000,48,311467,518380,2.15,0.38,0.5,1,0,5,403,Rejected,Previous default record,9,NA,NA,NA
APP09182,SME09182,Manufacturing,Sylhet,2.7,9,5506897,2026-06-27,154844,108066,46778,2652000,60,7140,3722931,0.29,1.06,1.6,1,1,2,577,Rejected,Previous default record,5.6,NA,NA,NA
APP09183,SME09183,Trading,Dhaka,8.9,3,5336402,2024-04-23,152993,93322,59671,1716000,36,615676,2584196,0.65,1.25,8.2,1,7,1,666,Approved,NA,7.3,0,0,Current
APP09184,SME09184,Trading,Sylhet,18.5,4,3245707,2025-12-17,81540,47988,33552,649000,12,164317,555574,0.83,0.62,14.6,0,8,0,689,Rejected,Insufficient collateral,1.8,NA,NA,NA
APP09185,SME09185,Trading,Dhaka,3.2,9,2267040,2025-04-22,41742,23097,18645,1176000,24,88524,1261559,1.35,0.38,1.6,0,1,2,559,Rejected,High debt-to-income,7.1,NA,NA,NA
APP09186,SME09186,Manufacturing,Dhaka,11.4,12,727944,2025-11-26,14550,11410,3140,212000,12,715098,228110,5.31,0.3,10.9,0,7,0,651,Rejected,High debt-to-income,14.4,NA,NA,NA
APP09187,SME09187,Services,Rajshahi,5.5,18,752663,2024-12-17,15333,12829,2504,430000,60,38908,586917,0.68,0.35,3.7,0,3,2,584,Rejected,High debt-to-income,7.1,NA,NA,NA
APP09188,SME09188,Services,Dhaka,2.5,10,670175,2025-09-27,13166,7745,5421,261000,24,28419,245676,1.01,0.5,2.2,0,0,0,650,Rejected,Insufficient collateral,8.1,NA,NA,NA
APP09189,SME09189,Textiles,Barishal,1.6,23,2427255,2024-09-29,50880,35270,15610,884000,24,450259,872387,1.46,0.42,1.3,0,0,0,620,Rejected,Insufficient collateral,11.8,NA,NA,NA
APP09190,SME09190,Services,Rajshahi,20.8,8,1914003,2025-05-02,26250,11091,15159,685000,48,349910,1010051,1.65,1.06,16.7,1,4,4,536,Rejected,Previous default record,11.3,NA,NA,NA
APP09191,SME09191,Services,Sylhet,4.3,7,1717992,2025-09-29,26231,10639,15592,815000,48,619805,524472,2.62,0.92,3.2,1,1,0,548,Rejected,Previous default record,4.4,NA,NA,NA
APP09192,SME09192,Trading,Khulna,7.7,3,1258172,2026-05-31,33588,19126,14462,330000,48,427871,404738,1.27,2.1,5.1,0,6,0,661,Approved,NA,4.7,0,0,Current
APP09193,SME09193,Manufacturing,Khulna,4.8,3,1933932,2026-01-06,31169,23755,7414,984000,60,65415,826946,0.7,0.45,4,0,3,1,628,Rejected,Insufficient collateral,8.8,NA,NA,NA
APP09194,SME09194,Manufacturing,Sylhet,0.4,15,671923,2025-01-11,14104,11012,3092,236000,60,98639,257408,0.86,0.79,0.3,1,0,2,530,Rejected,Previous default record,15.1,NA,NA,NA
APP09195,SME09195,Manufacturing,Dhaka,8.1,7,2975804,2024-06-09,72225,45057,27168,1179000,12,1309455,921325,2.87,0.3,6.3,0,4,0,597,Rejected,High debt-to-income,4,NA,NA,NA
APP09196,SME09196,Trading,Khulna,0.5,14,650901,2025-11-01,8971,5257,3714,337000,24,73038,424903,2.24,0.3,0.4,0,0,0,584,Rejected,High debt-to-income,3.3,NA,NA,NA
APP09197,SME09197,Manufacturing,Khulna,5.5,16,1949207,2024-10-31,34370,19550,14820,828000,24,1674673,501137,5.06,0.43,3.8,0,1,0,588,Rejected,High debt-to-income,5.4,NA,NA,NA
APP09198,SME09198,Retail,Khulna,5.3,9,2299292,2024-03-11,54586,44975,9611,1325000,24,122440,1597148,1.2,0.3,3.9,0,0,0,636,Rejected,High debt-to-income,11.1,NA,NA,NA
APP09199,SME09199,Trading,Chattogram,2.6,13,940465,2025-08-02,15495,10573,4922,253000,48,55489,394865,0.64,0.93,1.6,0,1,0,650,Rejected,High debt-to-income,5.6,NA,NA,NA
APP09200,SME09200,Retail,Barishal,4.1,62,1969815,2024-08-10,32917,23155,9762,1146000,24,154390,1731650,1.84,0.3,2.5,0,1,0,624,Rejected,High debt-to-income,4.7,NA,NA,NA
APP09201,SME09201,Services,Khulna,0.7,6,1131296,2025-03-09,15082,8273,6809,361000,12,120418,482129,2.66,0.3,0.4,1,1,6,402,Rejected,Previous default record,3.5,NA,NA,NA
APP09202,SME09202,Retail,Barishal,4.5,2,3388013,2024-09-18,63947,46489,17458,910000,48,459820,1395790,0.9,0.92,4.4,0,2,1,634,Approved,NA,9.2,0,0,Current
APP09203,SME09203,Retail,Barishal,4.5,6,867258,2025-09-05,11494,6779,4715,382000,36,401354,589891,3.83,0.44,3.6,0,0,1,613,Rejected,High debt-to-income,4.7,NA,NA,NA
APP09204,SME09204,Manufacturing,Sylhet,5,7,3915818,2026-03-29,93716,66662,27054,1634000,24,290782,2138641,0.99,0.4,4.1,0,2,0,619,Rejected,High debt-to-income,11.6,NA,NA,NA
APP09205,SME09205,Manufacturing,Chattogram,4.1,13,1159439,2025-10-25,27612,22387,5225,549000,48,202769,736683,1.03,0.46,4,0,3,1,582,Rejected,High debt-to-income,4.9,NA,NA,NA
APP09206,SME09206,Services,Rajshahi,13.7,12,2087266,2025-01-21,41541,20967,20574,1162000,24,140425,1123464,1.45,0.42,12.5,0,6,0,644,Rejected,Insufficient collateral,1.4,NA,NA,NA
APP09207,SME09207,Agriculture,Dhaka,7.5,5,1401685,2025-06-18,26577,18283,8294,360000,48,221277,569931,0.98,1.11,5.3,0,1,0,683,Rejected,High debt-to-income,13,NA,NA,NA
APP09208,SME09208,Manufacturing,Chattogram,5.5,13,1241039,2025-10-06,35928,18604,17324,723000,36,21572,1033440,0.61,0.86,3.6,1,1,0,638,Rejected,Previous default record,9.6,NA,NA,NA
APP09209,SME09209,Retail,Khulna,3.7,41,2054358,2024-06-10,35996,23841,12155,932000,48,46198,604190,0.65,0.63,3.1,0,0,0,662,Rejected,Insufficient collateral,5.2,NA,NA,NA
APP09210,SME09210,Retail,Khulna,1.8,6,2101400,2024-07-15,51606,20806,30800,676000,60,379646,791111,0.83,2.73,1.3,1,1,1,522,Rejected,Previous default record,5.4,NA,NA,NA
APP09211,SME09211,Services,Khulna,2.7,5,5596913,2026-07-16,70115,45770,24345,2894000,60,139877,4300004,0.85,0.5,2.1,0,2,0,631,Rejected,Incomplete documentation,2.2,NA,NA,NA
APP09212,SME09212,Manufacturing,Rajshahi,12.6,5,10538042,2024-05-17,159387,81115,78272,3152000,60,591395,3312702,0.64,1.49,7.6,0,4,0,748,Rejected,High debt-to-income,14,NA,NA,NA
APP09213,SME09213,Trading,Khulna,3.5,7,6351264,2024-10-28,126198,53011,73187,2532000,12,74662,2273032,1.72,0.35,2.7,0,1,0,660,Rejected,Insufficient collateral,5.4,NA,NA,NA
